begins_at,open,high,low,close
2026-06-17 18:45:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 18:50:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 18:55:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:00:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:05:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:10:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:15:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:20:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:25:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:30:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:35:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:40:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:45:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:50:00+00:00,0.01,0.01,0.01,0.01
2026-06-17 19:55:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:30:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:35:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:40:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:45:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:50:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 13:55:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:00:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:05:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:10:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:15:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:20:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:25:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:30:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:35:00+00:00,0.01,0.01,0.01,0.01
2026-06-18 14:40:00+00:00,0.01,0.01,0.01,0.01
